国名,名前,ポジション,クロス,決定力,ヘディング制度,ショートパス,ボレー,ドリブル,カーブ,FK精度,ロングパス,ボールコントロール,加速,トップスピード,俊敏性,リアクション,バランス,シュートパワー,ジャンプ,スタミナ,パワフル,ロングシュート,積極性,パスカット,ポジショニング,視野,ペナルティ,平静,防御意識,タックル,スライディング,GK ダイビング,GK ハンドリング,GK キック,GK ポジショニング,GK 反射神経,能力引用元
Ghana,Inaki WILLIAMS,FORWARD,75.0,77.0,73.0,74.0,74.0,81.0,76.0,58.0,66.0,76.0,93.0,95.0,79.0,82.0,62.0,85.0,88.0,86.0,82.0,77.0,76.0,25.0,85.0,73.0,64.0,81.0,42.0,34.0,29.0,14.0,15.0,14.0,10.0,13.0,FIFA22
Ghana,Antoine SEMENYO,FORWARD,62.0,67.0,63.0,64.0,56.0,72.0,49.0,39.0,39.0,69.0,82.0,86.0,75.0,68.0,68.0,74.0,69.0,71.0,80.0,64.0,62.0,14.0,68.0,63.0,51.0,62.0,20.0,19.0,11.0,10.0,11.0,14.0,15.0,7.0,FIFA22
Iran,Ali BEIRANVAND,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Payam NIAZMAND,GOALKEEPER,14.0,8.0,14.0,27.0,6.0,17.0,14.0,13.0,20.0,21.0,25.0,34.0,39.0,63.0,27.0,49.0,39.0,21.0,64.0,8.0,27.0,7.0,4.0,56.0,12.0,49.0,6.0,12.0,14.0,69.0,66.0,65.0,69.0,68.0,FIFA22
Iran,Amir ABEDZADEH,GOALKEEPER,12.0,10.0,13.0,24.0,12.0,10.0,13.0,14.0,47.0,15.0,30.0,25.0,53.0,70.0,36.0,50.0,55.0,21.0,60.0,11.0,26.0,14.0,10.0,50.0,11.0,34.0,13.0,14.0,14.0,72.0,70.0,67.0,73.0,73.0,FIFA22
Iran,Hossein HOSSEINI,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Sadegh MOHARRAMI,DEFENDER,57.0,26.0,56.0,59.0,21.0,67.0,39.0,27.0,51.0,68.0,82.0,80.0,75.0,64.0,84.0,34.0,79.0,75.0,48.0,27.0,61.0,73.0,56.0,45.0,38.0,57.0,69.0,74.0,73.0,6.0,13.0,7.0,14.0,9.0,FIFA22
Iran,Ehsan HAJI SAFI,DEFENDER,74.0,56.0,65.0,71.0,54.0,69.0,70.0,69.0,70.0,69.0,72.0,71.0,70.0,70.0,81.0,78.0,67.0,68.0,73.0,75.0,66.0,65.0,68.0,68.0,64.0,66.0,65.0,65.0,65.0,10.0,8.0,12.0,13.0,12.0,FIFA22
Iran,Shojae KHALILZADEH,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Milad MOHAMMADI,DEFENDER,66.0,53.0,65.0,67.0,61.0,73.0,65.0,57.0,69.0,71.0,82.0,86.0,79.0,68.0,74.0,63.0,42.0,85.0,68.0,66.0,69.0,64.0,67.0,67.0,61.0,66.0,65.0,67.0,67.0,12.0,10.0,13.0,6.0,13.0,FIFA22
Iran,Morteza POURALIGANJI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Mohammad KANAANI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Roozbeh CHESHMI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Majid HOSSEINI,DEFENDER,28.0,22.0,70.0,62.0,22.0,42.0,35.0,37.0,58.0,54.0,63.0,65.0,55.0,65.0,67.0,46.0,75.0,73.0,73.0,30.0,51.0,69.0,27.0,30.0,40.0,66.0,69.0,72.0,70.0,6.0,13.0,12.0,12.0,13.0,FIFA22
Iran,Ramin REZAEIAN,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Abolfazl JALALI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Saeid EZATOLAHI,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Alireza JAHANBAKHSH,MIDFIELDER,70.0,69.0,62.0,70.0,74.0,75.0,64.0,54.0,64.0,75.0,76.0,77.0,78.0,70.0,75.0,84.0,84.0,73.0,66.0,76.0,68.0,42.0,72.0,73.0,58.0,75.0,45.0,37.0,40.0,13.0,11.0,9.0,7.0,7.0,FIFA22
Iran,Vahid AMIRI,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Saman GHODDOS,MIDFIELDER,67.0,70.0,64.0,72.0,68.0,67.0,65.0,72.0,64.0,73.0,61.0,60.0,68.0,68.0,70.0,78.0,58.0,69.0,67.0,73.0,65.0,46.0,69.0,70.0,62.0,72.0,54.0,52.0,44.0,10.0,11.0,6.0,13.0,9.0,FIFA22
Iran,Mahdi TORABI,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Ali GHOLIZADEH,MIDFIELDER,65.0,68.0,34.0,68.0,58.0,76.0,68.0,65.0,65.0,76.0,79.0,75.0,77.0,70.0,78.0,72.0,78.0,80.0,68.0,69.0,62.0,43.0,70.0,72.0,55.0,70.0,49.0,55.0,47.0,14.0,12.0,13.0,10.0,8.0,FIFA22
Iran,Ali KARIMI,MIDFIELDER,58.0,60.0,70.0,68.0,48.0,68.0,59.0,49.0,64.0,69.0,64.0,54.0,59.0,60.0,58.0,64.0,67.0,65.0,68.0,61.0,59.0,63.0,65.0,66.0,48.0,67.0,65.0,58.0,53.0,6.0,14.0,13.0,9.0,5.0,FIFA23
Iran,Ahmad NOOROLLAHI,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Mehdi TAREMI,FORWARD,70.0,80.0,73.0,79.0,75.0,81.0,74.0,46.0,67.0,84.0,77.0,76.0,73.0,82.0,65.0,81.0,74.0,80.0,78.0,71.0,46.0,23.0,83.0,83.0,76.0,83.0,38.0,41.0,25.0,9.0,11.0,9.0,15.0,8.0,FIFA22
Iran,Karim ANSARIFARD,FORWARD,59.0,72.0,70.0,68.0,72.0,72.0,68.0,56.0,57.0,69.0,73.0,75.0,72.0,73.0,69.0,75.0,74.0,73.0,74.0,73.0,66.0,48.0,75.0,58.0,75.0,75.0,30.0,42.0,39.0,8.0,14.0,9.0,15.0,12.0,FIFA22
Iran,Sardar AZMOUN,FORWARD,64.0,83.0,84.0,76.0,79.0,74.0,71.0,50.0,63.0,78.0,79.0,79.0,77.0,80.0,76.0,77.0,90.0,66.0,77.0,70.0,67.0,34.0,83.0,72.0,55.0,78.0,39.0,33.0,32.0,6.0,10.0,14.0,9.0,15.0,FIFA22
Japan,Eiji KAWASHIMA,GOALKEEPER,17.0,14.0,14.0,33.0,13.0,12.0,13.0,14.0,33.0,28.0,43.0,42.0,61.0,70.0,45.0,54.0,69.0,30.0,60.0,19.0,16.0,19.0,11.0,29.0,24.0,44.0,10.0,13.0,12.0,72.0,71.0,72.0,71.0,71.0,FIFA22
Japan,Shuichi GONDA,GOALKEEPER,17.0,16.0,13.0,27.0,19.0,19.0,21.0,13.0,26.0,20.0,55.0,43.0,41.0,66.0,46.0,48.0,54.0,43.0,54.0,18.0,28.0,11.0,7.0,65.0,29.0,30.0,21.0,16.0,21.0,67.0,66.0,64.0,65.0,68.0,FIFA22
Japan,Daniel SCHMIDT,GOALKEEPER,13.0,7.0,10.0,27.0,9.0,12.0,10.0,10.0,23.0,22.0,19.0,15.0,29.0,60.0,24.0,53.0,39.0,37.0,67.0,7.0,28.0,8.0,6.0,40.0,16.0,33.0,9.0,14.0,14.0,71.0,66.0,70.0,65.0,73.0,FIFA22
Japan,Miki YAMANE,DEFENDER,64.0,58.0,64.0,74.0,66.0,67.0,48.0,38.0,66.0,65.0,71.0,82.0,54.0,70.0,66.0,70.0,73.0,82.0,73.0,63.0,64.0,68.0,55.0,62.0,43.0,65.0,67.0,71.0,69.0,13.0,8.0,8.0,8.0,15.0,FIFA22
Japan,Shogo TANIGUCHI,DEFENDER,50.0,35.0,73.0,74.0,39.0,56.0,35.0,32.0,70.0,66.0,53.0,73.0,58.0,72.0,59.0,63.0,71.0,82.0,72.0,49.0,63.0,76.0,55.0,51.0,45.0,66.0,78.0,74.0,69.0,8.0,13.0,11.0,14.0,14.0,FIFA22
Japan,Kou ITAKURA,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Yuto NAGATOMO,DEFENDER,66.0,44.0,59.0,70.0,45.0,64.0,64.0,36.0,61.0,65.0,70.0,66.0,80.0,68.0,88.0,50.0,73.0,69.0,57.0,51.0,67.0,74.0,65.0,60.0,44.0,66.0,71.0,74.0,71.0,12.0,13.0,8.0,13.0,15.0,FIFA22
Japan,Takehiro TOMIYASU,DEFENDER,65.0,29.0,72.0,75.0,30.0,69.0,48.0,37.0,70.0,75.0,76.0,72.0,70.0,77.0,70.0,42.0,70.0,80.0,80.0,28.0,78.0,78.0,55.0,63.0,37.0,70.0,81.0,81.0,79.0,9.0,14.0,6.0,5.0,11.0,FIFA22
Japan,Hiroki SAKAI,DEFENDER,71.0,46.0,60.0,67.0,41.0,58.0,63.0,55.0,65.0,67.0,71.0,73.0,70.0,68.0,67.0,67.0,80.0,80.0,71.0,58.0,73.0,71.0,65.0,60.0,36.0,71.0,75.0,72.0,74.0,13.0,8.0,11.0,10.0,9.0,FIFA22
Japan,Maya YOSHIDA,DEFENDER,36.0,34.0,74.0,63.0,56.0,60.0,38.0,33.0,52.0,66.0,52.0,52.0,64.0,72.0,57.0,50.0,82.0,64.0,75.0,41.0,66.0,73.0,42.0,50.0,54.0,68.0,73.0,77.0,74.0,12.0,16.0,8.0,6.0,13.0,FIFA22
Japan,Hiroki ITO,DEFENDER,60.0,48.0,60.0,69.0,42.0,60.0,45.0,45.0,68.0,65.0,81.0,86.0,65.0,70.0,55.0,68.0,59.0,68.0,74.0,60.0,67.0,71.0,53.0,61.0,47.0,69.0,73.0,71.0,69.0,13.0,10.0,10.0,10.0,10.0,FIFA22
Japan,Wataru ENDO,MIDFIELDER,55.0,57.0,77.0,79.0,26.0,75.0,43.0,46.0,77.0,80.0,73.0,60.0,71.0,73.0,76.0,71.0,91.0,80.0,65.0,68.0,78.0,78.0,54.0,75.0,62.0,81.0,80.0,78.0,73.0,9.0,13.0,7.0,11.0,5.0,FIFA22
Japan,Gaku SHIBASAKI,MIDFIELDER,65.0,60.0,53.0,68.0,60.0,69.0,64.0,71.0,66.0,70.0,71.0,69.0,78.0,69.0,78.0,63.0,70.0,75.0,60.0,57.0,65.0,71.0,66.0,71.0,72.0,69.0,64.0,69.0,68.0,10.0,13.0,13.0,9.0,6.0,FIFA22
Japan,Ritsu DOAN,MIDFIELDER,72.0,70.0,45.0,75.0,59.0,80.0,73.0,67.0,69.0,80.0,81.0,79.0,86.0,75.0,92.0,76.0,36.0,77.0,59.0,75.0,41.0,44.0,72.0,77.0,58.0,73.0,39.0,36.0,42.0,8.0,5.0,6.0,13.0,14.0,FIFA22
Japan,Kaoru MITOMA,MIDFIELDER,57.0,72.0,42.0,74.0,65.0,76.0,65.0,58.0,61.0,75.0,88.0,81.0,87.0,71.0,67.0,63.0,65.0,68.0,60.0,68.0,58.0,53.0,69.0,70.0,58.0,73.0,54.0,54.0,49.0,10.0,13.0,10.0,14.0,9.0,FIFA22
Japan,Takumi MINAMINO,MIDFIELDER,66.0,77.0,50.0,73.0,72.0,81.0,73.0,69.0,63.0,78.0,83.0,75.0,89.0,74.0,86.0,71.0,76.0,76.0,55.0,73.0,64.0,49.0,75.0,71.0,72.0,78.0,34.0,33.0,29.0,9.0,12.0,8.0,15.0,14.0,FIFA22
Japan,Takefusa KUBO,MIDFIELDER,61.0,70.0,39.0,73.0,57.0,85.0,68.0,72.0,58.0,81.0,89.0,74.0,86.0,65.0,83.0,66.0,54.0,76.0,52.0,60.0,43.0,29.0,68.0,72.0,61.0,70.0,40.0,43.0,48.0,6.0,7.0,15.0,10.0,10.0,FIFA22
Japan,Hidemasa MORITA,MIDFIELDER,70.0,60.0,47.0,76.0,25.0,76.0,72.0,39.0,73.0,75.0,69.0,66.0,69.0,68.0,69.0,67.0,59.0,73.0,71.0,65.0,70.0,68.0,69.0,70.0,45.0,67.0,69.0,76.0,68.0,6.0,10.0,13.0,7.0,8.0,FIFA22
Japan,Junya ITO,MIDFIELDER,76.0,73.0,44.0,73.0,69.0,77.0,63.0,65.0,66.0,75.0,91.0,88.0,82.0,73.0,77.0,68.0,87.0,89.0,61.0,71.0,64.0,67.0,76.0,78.0,57.0,77.0,54.0,61.0,56.0,13.0,12.0,15.0,5.0,7.0,FIFA22
Japan,Daichi KAMADA,MIDFIELDER,75.0,69.0,53.0,81.0,66.0,85.0,76.0,68.0,80.0,83.0,82.0,68.0,82.0,74.0,80.0,61.0,67.0,74.0,57.0,67.0,52.0,43.0,79.0,84.0,71.0,80.0,47.0,47.0,40.0,6.0,10.0,11.0,6.0,11.0,FIFA22
Japan,Ao TANAKA,MIDFIELDER,61.0,66.0,52.0,73.0,56.0,66.0,63.0,65.0,73.0,70.0,72.0,71.0,84.0,69.0,75.0,71.0,63.0,78.0,67.0,67.0,71.0,67.0,64.0,67.0,56.0,68.0,70.0,73.0,67.0,10.0,14.0,12.0,12.0,6.0,FIFA22
Japan,Yuki SOMA,MIDFIELDER,69.0,66.0,51.0,66.0,54.0,70.0,65.0,66.0,59.0,68.0,91.0,83.0,82.0,63.0,86.0,60.0,86.0,64.0,56.0,58.0,72.0,38.0,65.0,65.0,64.0,57.0,51.0,64.0,59.0,8.0,6.0,11.0,7.0,5.0,FIFA22
Japan,Takuma ASANO,FORWARD,62.0,66.0,60.0,69.0,65.0,74.0,61.0,39.0,47.0,71.0,91.0,89.0,91.0,75.0,79.0,69.0,79.0,70.0,65.0,59.0,46.0,29.0,71.0,66.0,65.0,70.0,31.0,22.0,20.0,15.0,7.0,6.0,9.0,14.0,FIFA22
Japan,Shuto MACHINO,FORWARD,51.0,66.0,65.0,62.0,61.0,53.0,60.0,64.0,39.0,63.0,66.0,72.0,62.0,64.0,52.0,64.0,68.0,78.0,73.0,60.0,63.0,32.0,66.0,58.0,61.0,61.0,20.0,29.0,24.0,14.0,10.0,7.0,7.0,6.0,FIFA22
Japan,Ayase UEDA,FORWARD,47.0,76.0,67.0,53.0,60.0,64.0,62.0,63.0,48.0,65.0,80.0,82.0,71.0,62.0,59.0,71.0,80.0,73.0,72.0,66.0,53.0,23.0,73.0,55.0,62.0,60.0,22.0,22.0,22.0,7.0,12.0,14.0,15.0,6.0,FIFA23
Japan,Daizen MAEDA,FORWARD,63.0,71.0,74.0,66.0,71.0,68.0,61.0,57.0,47.0,71.0,92.0,89.0,91.0,65.0,76.0,73.0,68.0,90.0,58.0,68.0,70.0,44.0,78.0,65.0,70.0,67.0,38.0,49.0,46.0,5.0,9.0,5.0,9.0,12.0,FIFA23
Korea-republic,KIM Seunggyu,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,SONG Bumkeun,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,JO Hyeonwoo,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,YOON Jonggyu,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,KIM Jinsu,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,Kim MINJAE,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,HONG Chul,DEFENDER,73.0,38.0,56.0,62.0,33.0,66.0,74.0,73.0,61.0,66.0,84.0,86.0,86.0,63.0,83.0,66.0,82.0,83.0,72.0,59.0,65.0,61.0,60.0,62.0,51.0,67.0,63.0,66.0,62.0,11.0,11.0,13.0,7.0,15.0,FIFA22
Korea-republic,KIM Moonhwan,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,KIM Younggwon,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,KWON Kyungwon,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,KIM Taehwan,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,CHO Yumin,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,JUNG Wooyoung,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,HWANG Inbeom,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,SON Heungmin,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,PAIK Seungho,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,LEE Jaesung,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,HWANG Heechan,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,SON Junho,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,NA Sangho,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,LEE Kangin,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,KWON Changhoon,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,JEONG Wooyeong,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,SONG Minkyu,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,CHO Guesung,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea-republic,HWANG Uijo,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Alfredo TALAVERA,GOALKEEPER,15.0,13.0,14.0,35.0,13.0,10.0,15.0,14.0,35.0,21.0,58.0,58.0,57.0,70.0,47.0,53.0,82.0,36.0,75.0,13.0,38.0,24.0,14.0,50.0,44.0,60.0,26.0,13.0,14.0,80.0,80.0,70.0,75.0,80.0,FIFA22
Mexico,Rodolfo COTA,GOALKEEPER,12.0,12.0,14.0,26.0,13.0,15.0,15.0,12.0,31.0,25.0,59.0,56.0,52.0,73.0,60.0,50.0,69.0,36.0,80.0,16.0,29.0,14.0,11.0,55.0,25.0,65.0,25.0,13.0,12.0,75.0,70.0,67.0,79.0,79.0,FIFA22
Mexico,Guillermo OCHOA,GOALKEEPER,15.0,12.0,19.0,37.0,16.0,10.0,14.0,17.0,37.0,20.0,50.0,50.0,57.0,70.0,43.0,53.0,79.0,38.0,60.0,11.0,19.0,23.0,16.0,50.0,16.0,60.0,21.0,10.0,12.0,79.0,74.0,70.0,80.0,83.0,FIFA22
Mexico,Nestor ARAUJO,DEFENDER,32.0,35.0,77.0,72.0,36.0,53.0,44.0,45.0,66.0,69.0,63.0,69.0,41.0,71.0,60.0,57.0,66.0,69.0,88.0,39.0,65.0,76.0,30.0,43.0,54.0,71.0,79.0,78.0,76.0,7.0,8.0,13.0,6.0,9.0,FIFA22
Mexico,Cesar MONTES,DEFENDER,41.0,43.0,78.0,73.0,31.0,60.0,62.0,37.0,76.0,68.0,66.0,58.0,75.0,74.0,51.0,55.0,84.0,78.0,78.0,35.0,75.0,76.0,56.0,65.0,48.0,75.0,76.0,76.0,75.0,9.0,10.0,5.0,5.0,13.0,FIFA22
Mexico,Edson ALVAREZ,DEFENDER,64.0,50.0,77.0,75.0,63.0,65.0,40.0,40.0,72.0,69.0,67.0,72.0,62.0,74.0,66.0,69.0,76.0,85.0,85.0,40.0,84.0,82.0,55.0,64.0,65.0,71.0,82.0,81.0,78.0,7.0,11.0,10.0,7.0,6.0,FIFA22
Mexico,Johan VASQUEZ,DEFENDER,62.0,30.0,73.0,62.0,28.0,50.0,40.0,40.0,60.0,60.0,63.0,68.0,51.0,67.0,64.0,38.0,65.0,75.0,73.0,25.0,72.0,75.0,40.0,47.0,45.0,68.0,71.0,74.0,72.0,9.0,12.0,7.0,12.0,10.0,FIFA22
Mexico,Gerardo ARTEAGA,DEFENDER,72.0,53.0,61.0,73.0,37.0,70.0,71.0,38.0,67.0,70.0,82.0,81.0,81.0,69.0,76.0,58.0,72.0,77.0,58.0,48.0,64.0,68.0,70.0,58.0,46.0,62.0,66.0,70.0,69.0,9.0,5.0,10.0,5.0,7.0,FIFA22
Mexico,Hector MORENO,DEFENDER,62.0,43.0,82.0,73.0,55.0,54.0,48.0,28.0,68.0,68.0,58.0,52.0,59.0,73.0,60.0,64.0,72.0,64.0,72.0,44.0,77.0,73.0,46.0,58.0,63.0,69.0,80.0,75.0,75.0,12.0,15.0,14.0,9.0,10.0,FIFA22
Mexico,Jorge SANCHEZ,DEFENDER,64.0,35.0,60.0,65.0,33.0,73.0,60.0,36.0,58.0,70.0,91.0,93.0,77.0,70.0,80.0,66.0,77.0,84.0,79.0,45.0,64.0,73.0,49.0,58.0,50.0,66.0,72.0,73.0,71.0,10.0,10.0,12.0,12.0,7.0,FIFA22
Mexico,Jesus GALLARDO,DEFENDER,75.0,69.0,64.0,73.0,49.0,76.0,73.0,47.0,66.0,74.0,84.0,82.0,80.0,67.0,71.0,75.0,77.0,88.0,71.0,59.0,65.0,65.0,72.0,69.0,65.0,68.0,72.0,70.0,67.0,9.0,7.0,8.0,12.0,11.0,FIFA22
Mexico,Kevin ALVAREZ,DEFENDER,64.0,43.0,56.0,67.0,33.0,64.0,58.0,41.0,54.0,64.0,76.0,77.0,78.0,68.0,77.0,52.0,61.0,74.0,59.0,39.0,68.0,68.0,62.0,48.0,59.0,68.0,62.0,70.0,69.0,15.0,11.0,7.0,11.0,6.0,FIFA22
Mexico,Luis ROMO,MIDFIELDER,52.0,65.0,75.0,84.0,44.0,70.0,58.0,66.0,82.0,77.0,76.0,68.0,58.0,72.0,54.0,78.0,88.0,80.0,90.0,67.0,76.0,73.0,72.0,74.0,82.0,74.0,70.0,76.0,68.0,11.0,9.0,13.0,9.0,12.0,FIFA22
Mexico,Carlos RODRIGUEZ,MIDFIELDER,63.0,70.0,50.0,80.0,50.0,75.0,64.0,61.0,75.0,77.0,78.0,77.0,83.0,73.0,74.0,66.0,65.0,83.0,62.0,62.0,62.0,70.0,71.0,76.0,62.0,80.0,66.0,70.0,62.0,12.0,15.0,11.0,8.0,10.0,FIFA22
Mexico,Erick GUTIERREZ,MIDFIELDER,69.0,68.0,54.0,77.0,65.0,74.0,72.0,67.0,76.0,77.0,69.0,68.0,74.0,73.0,74.0,76.0,53.0,76.0,65.0,72.0,64.0,72.0,69.0,77.0,67.0,76.0,69.0,68.0,64.0,7.0,14.0,10.0,8.0,16.0,FIFA22
Mexico,Hector HERRERA,MIDFIELDER,65.0,72.0,61.0,81.0,60.0,76.0,69.0,68.0,79.0,79.0,65.0,66.0,70.0,79.0,67.0,81.0,75.0,88.0,81.0,78.0,83.0,80.0,81.0,78.0,67.0,77.0,78.0,79.0,67.0,6.0,10.0,15.0,7.0,16.0,FIFA22
Mexico,Andres GUARDADO,MIDFIELDER,74.0,64.0,55.0,82.0,69.0,78.0,78.0,80.0,79.0,80.0,67.0,62.0,79.0,77.0,87.0,73.0,71.0,81.0,60.0,73.0,74.0,75.0,69.0,82.0,70.0,76.0,74.0,75.0,76.0,7.0,10.0,10.0,11.0,10.0,FIFA22
Mexico,Luis CHAVEZ,MIDFIELDER,74.0,64.0,48.0,77.0,59.0,75.0,76.0,74.0,75.0,76.0,64.0,67.0,71.0,71.0,71.0,62.0,42.0,75.0,64.0,71.0,50.0,63.0,62.0,76.0,68.0,72.0,64.0,65.0,60.0,7.0,10.0,14.0,9.0,12.0,FIFA22
Mexico,Raul JIMENEZ,FORWARD,73.0,81.0,80.0,81.0,80.0,82.0,75.0,51.0,75.0,80.0,67.0,79.0,76.0,82.0,65.0,84.0,74.0,81.0,83.0,74.0,82.0,53.0,82.0,78.0,92.0,81.0,45.0,38.0,30.0,7.0,11.0,13.0,14.0,10.0,FIFA22
Mexico,Alexis VEGA,FORWARD,66.0,73.0,61.0,77.0,65.0,82.0,72.0,75.0,74.0,78.0,81.0,79.0,79.0,72.0,80.0,80.0,70.0,80.0,75.0,77.0,64.0,16.0,75.0,77.0,66.0,75.0,44.0,19.0,18.0,5.0,11.0,12.0,8.0,7.0,FIFA22
Mexico,Rogelio FUNES MORI,FORWARD,65.0,80.0,77.0,72.0,77.0,75.0,75.0,58.0,64.0,75.0,77.0,75.0,74.0,73.0,64.0,76.0,82.0,75.0,82.0,71.0,78.0,55.0,80.0,73.0,72.0,75.0,35.0,45.0,44.0,8.0,10.0,15.0,6.0,15.0,FIFA22
Mexico,Orbelin PINEDA,FORWARD,70.0,75.0,41.0,75.0,67.0,82.0,68.0,56.0,70.0,76.0,84.0,82.0,91.0,70.0,83.0,72.0,64.0,85.0,57.0,73.0,67.0,66.0,70.0,73.0,81.0,79.0,63.0,65.0,65.0,15.0,14.0,7.0,10.0,10.0,FIFA22
Mexico,Henry MARTIN,FORWARD,59.0,77.0,78.0,70.0,65.0,72.0,64.0,51.0,60.0,73.0,76.0,78.0,78.0,74.0,83.0,79.0,88.0,75.0,87.0,65.0,75.0,42.0,79.0,63.0,65.0,74.0,45.0,21.0,22.0,9.0,10.0,11.0,9.0,12.0,FIFA22
Mexico,Uriel ANTUNA,FORWARD,66.0,75.0,43.0,68.0,48.0,75.0,57.0,48.0,58.0,72.0,93.0,88.0,90.0,62.0,73.0,71.0,55.0,81.0,38.0,46.0,42.0,35.0,75.0,60.0,45.0,66.0,24.0,31.0,32.0,10.0,13.0,14.0,9.0,11.0,FIFA22
Mexico,Hirving LOZANO,FORWARD,73.0,77.0,62.0,74.0,74.0,83.0,72.0,65.0,65.0,80.0,92.0,93.0,89.0,81.0,82.0,76.0,67.0,76.0,54.0,75.0,64.0,45.0,82.0,74.0,73.0,75.0,42.0,35.0,29.0,11.0,10.0,14.0,14.0,10.0,FIFA22
Mexico,Roberto ALVARADO,FORWARD,75.0,68.0,58.0,75.0,62.0,76.0,76.0,65.0,70.0,76.0,76.0,74.0,81.0,71.0,77.0,77.0,62.0,82.0,65.0,75.0,62.0,52.0,71.0,75.0,62.0,68.0,52.0,52.0,52.0,8.0,14.0,13.0,13.0,14.0,FIFA22
Morocco,Yassine BOUNOU,GOALKEEPER,15.0,14.0,14.0,39.0,13.0,20.0,12.0,19.0,44.0,12.0,37.0,34.0,47.0,80.0,29.0,57.0,48.0,43.0,69.0,19.0,25.0,12.0,10.0,60.0,24.0,57.0,20.0,18.0,15.0,82.0,79.0,76.0,81.0,84.0,FIFA22
Morocco,Monir EL KAJOUI,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Ahmed TAGNAOUTI,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Achraf HAKIMI,DEFENDER,86.0,75.0,68.0,81.0,74.0,80.0,77.0,74.0,73.0,83.0,93.0,95.0,84.0,84.0,79.0,80.0,80.0,93.0,74.0,73.0,75.0,78.0,79.0,78.0,60.0,83.0,75.0,77.0,76.0,10.0,8.0,14.0,6.0,8.0,FIFA22
